CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
32801;3661;1;1;74;0;0 
30839;3661;1;1;73;0;0 
33371;3661;1;1;76;0;0 
29932;3661;1;1;73;0;0 
33248;3661;1;1;75;0;0 
32685;3661;1;1;74;0;0 
30537;3661;1;1;74;0;0 
30595;3661;1;1;74;0;0 
33312;3661;0;0;74;0;0 
30118;3661;1;1;74;0;0 
33255;3661;0;0;72;0;0 
29953;3661;0;0;72;0;0 
30161;3661;1;1;73;0;0 
33281;3661;1;1;72;0;0 
29929;3661;1;1;72;0;0 
33280;3661;1;1;72;0;0 
30518;3661;0;0;75;0;0 
29926;3661;0;0;75;0;0 
30185;3661;1;1;72;0;0 
30681;3661;1;1;72;0;0 
29920;3661;0;0;74;0;0 
29916;3661;1;1;74;0;0 
32531;3661;1;1;73;0;0 
30579;3661;1;1;72;0;0 
30805;3662;1;1;75;0;0 
33259;3661;1;1;76;0;0 
30928;3661;1;1;72;0;0 
33216;3661;1;1;75;0;0 
33293;3661;1;1;76;0;0 
29955;3661;1;1;72;0;0 
29914;3661;1;1;72;0;0 
29933;3661;0;0;74;0;0 
30237;3661;1;1;74;0;0 
33464;3661;0;0;72;0;0 
33291;3661;1;1;75;0;0 
30245;3661;1;1;74;0;0 
29875;3661;1;1;73;0;0 
30314;3661;1;1;72;0;0 
30053;3661;1;1;76;0;0 
30167;3661;1;1;73;0;0 
33190;3661;1;1;72;0;0 
33199;3661;1;1;72;0;0 
29907;3661;1;1;72;0;0 
29950;3661;1;1;72;0;0 
30023;3661;1;1;72;0;0 
29928;3661;1;1;76;0;0 
33239;3661;1;1;76;0;0 
30061;3661;1;1;73;0;0 
33204;3661;0;0;72;0;0 
33363;3661;1;1;75;0;0 
33287;3661;1;1;76;0;0 
29915;3661;1;1;74;0;0 
30177;3661;1;1;75;0;0 
33084;3661;1;1;78;0;0 
33492;3661;1;1;73;0;0 
30339;3661;1;1;76;0;0 
30115;3661;0;0;72;0;0 
33316;3661;1;1;72;0;0 
33240;3661;1;1;74;0;0 
29869;3661;0;0;72;0;0 
30536;3661;1;1;72;0;0 
30416;3661;1;1;76;0;0 
30119;3661;0;0;72;0;0 
33330;3661;1;1;76;0;0 
33349;3661;0;0;72;0;0 
33290;3661;1;1;75;0;0 
29955;3661;1;1;72;0;0 
30169;3661;0;0;73;0;0 
33279;3661;0;0;76;0;0 
33074;3661;1;1;73;0;0 
33262;3661;1;1;77;0;0 
33379;3661;1;1;73;0;0 
33365;3661;1;1;72;0;0 
33262;3661;1;1;72;0;0 
30055;3661;0;0;72;0;0 
33253;3661;1;1;73;0;0 
33295;3661;1;1;75;0;0 
30506;3661;0;0;73;0;0 
33255;3661;1;1;74;0;0 
30643;3661;0;0;74;0;0 
34259;3661;0;0;75;0;0 
30075;3661;1;1;77;0;0 
33290;3661;1;1;76;0;0 
33483;3661;1;1;73;0;0 
33278;3661;1;1;76;0;0 
30081;3661;1;1;72;0;0 
33272;3661;1;1;73;0;0 
33267;3661;1;1;74;0;0 
30134;3661;1;1;72;0;0 
29865;3661;0;0;73;0;0 
30607;3661;1;1;75;0;0 
33391;3661;1;1;75;0;0 
33233;3661;1;1;72;0;0 
33315;3661;0;0;74;0;0 
30068;3661;1;1;72;0;0 
30057;3661;1;1;72;0;0 
33222;3661;1;1;73;0;0 
33225;3661;1;1;73;0;0 
33465;3661;1;1;73;0;0 
33203;3661;1;1;72;0;0 
33415;3661;1;1;74;0;0 
30558;3661;1;1;72;0;0 
33369;3661;1;1;73;0;0 
33277;3661;1;1;72;0;0 
33206;3661;1;1;73;0;0 
29957;3661;1;1;72;0;0 
29928;3661;0;0;72;0;0 
33228;3661;1;1;73;0;0 
33277;3661;1;1;73;0;0 
33334;3661;1;1;78;0;0 
29874;3661;1;1;73;0;0 
33267;3661;1;1;73;0;0 
34399;3661;1;1;75;0;0 
30621;3661;1;1;74;0;0 
29995;3661;1;1;72;0;0 
33236;3661;1;1;73;0;0 
33509;3661;0;0;73;0;0 
30659;3661;1;1;75;0;0 
30754;3661;0;0;74;0;0 
33230;3661;0;0;73;0;0 
33252;3661;0;0;72;0;0 
30623;3661;1;1;72;0;0 
33766;3661;1;1;73;0;0 
30585;3661;1;1;72;0;0 
29871;3661;0;0;72;0;0 
33273;3661;1;1;72;0;0 
33087;3661;0;0;73;0;0 
30018;3661;1;1;73;0;0 
29955;3661;1;1;75;0;0 
33269;3661;1;1;72;0;0 
31162;3661;1;1;75;0;0 
32771;3661;0;0;73;0;0 
33225;3661;1;1;75;0;0 
33262;3661;0;0;75;0;0 
33274;3661;1;1;72;0;0 
33228;3661;0;0;72;0;0 
29947;3661;1;1;73;0;0 
33360;3661;1;1;72;0;0 
33566;3661;1;1;72;0;0 
29944;3661;1;1;74;0;0 
33225;3661;1;1;75;0;0 
29923;3661;1;1;72;0;0 
33303;3661;1;1;73;0;0 
30472;3661;1;1;72;0;0 
33280;3661;0;0;76;0;0 
33259;3661;1;1;75;0;0 
33267;3661;1;1;74;0;0 
33266;3661;1;1;74;0;0 
30523;3661;1;1;75;0;0 
30909;3661;1;1;75;0;0 
33530;3661;0;0;72;0;0 
33834;3661;1;1;73;0;0 
33256;3661;1;1;72;0;0 
33334;3661;1;1;74;0;0 
29910;3661;0;0;74;0;0 
30323;3661;1;1;72;0;0 
30941;3661;1;1;75;0;0 
29980;3661;1;1;75;0;0 
31577;3661;1;1;77;0;0 
33266;3661;1;1;75;0;0 
29908;3661;1;1;73;0;0 
30525;3661;1;1;73;0;0 
29875;3661;1;1;72;0;0 
30523;3661;0;0;72;0;0 
33237;3661;1;1;73;0;0 
33211;3661;1;1;74;0;0 
30004;3661;1;1;72;0;0 
33345;3661;0;0;73;0;0 
30127;3661;0;0;74;0;0 
33256;3661;0;0;72;0;0 
30685;3661;1;1;74;0;0 
34568;3661;0;0;76;0;0 
33352;3661;1;1;75;0;0 
30923;3662;1;1;73;0;0 
30189;3661;1;1;73;0;0 
29865;3661;1;1;72;0;0 
29904;3661;1;1;73;0;0 
30214;3661;1;1;72;0;0 
33260;3661;1;1;72;0;0 
33198;3661;1;1;72;0;0 
29888;3661;1;1;73;0;0 
33012;3661;1;1;73;0;0 
29904;3661;0;0;72;0;0 
30554;3661;1;1;73;0;0 
33220;3661;1;1;73;0;0 
30273;3661;1;1;72;0;0 
29900;3661;0;0;75;0;0 
29968;3661;0;0;72;0;0 
33228;3662;1;1;76;0;0 
33267;3661;1;1;75;0;0 
30708;3661;1;1;72;0;0 
33371;3661;1;1;72;0;0 
33263;3661;1;1;75;0;0 
33256;3661;1;1;75;0;0 
33280;3661;1;1;74;0;0 
30560;3661;0;0;74;0;0 
29931;3661;1;1;75;0;0 
33502;3661;1;1;76;0;0 
33240;3661;0;0;73;0;0 
33610;3661;0;0;72;0;0 
33252;3661;1;1;74;0;0 
33255;3661;1;1;74;0;0 
33342;3661;1;1;72;0;0 
29915;3661;1;1;73;0;0 
33773;3661;1;1;75;0;0 
30283;3661;1;1;73;0;0 
29941;3661;1;1;75;0;0 
33305;3661;1;1;73;0;0 
33323;3661;1;1;72;0;0 
33348;3661;0;0;74;0;0 
33227;3661;1;1;73;0;0 
33329;3661;1;1;74;0;0 
29901;3661;1;1;74;0;0 
33260;3661;0;0;74;0;0 
30815;3661;1;1;73;0;0 
33296;3661;1;1;75;0;0 
30060;3661;0;0;72;0;0 
29932;3661;1;1;75;0;0 
30605;3661;0;0;74;0;0 
33302;3661;1;1;72;0;0 
29911;3661;1;1;73;0;0 
29941;3661;1;1;76;0;0 
29927;3661;1;1;75;0;0 
33246;3661;1;1;72;0;0 
33235;3661;1;1;73;0;0 
29878;3661;1;1;72;0;0 
33261;3661;1;1;73;0;0 
29925;3661;1;1;73;0;0 
30891;3661;1;1;73;0;0 
32464;3661;1;1;75;0;0 
29926;3661;1;1;73;0;0 
29888;3661;1;1;73;0;0 
29887;3661;1;1;73;0;0 
33238;3661;1;1;72;0;0 
30143;3661;1;1;74;0;0 
33203;3661;0;0;72;0;0 
30225;3661;1;1;72;0;0 
30874;3661;1;1;74;0;0 
31548;3662;1;1;74;0;0 
33241;3661;0;0;72;0;0 
33213;3661;1;1;75;0;0 
33256;3661;0;0;74;0;0 
33264;3661;1;1;72;0;0 
33599;3661;1;1;72;0;0 
30677;3661;1;1;72;0;0 
31080;3661;0;0;77;0;0 
33357;3661;1;1;75;0;0 
33287;3661;0;0;74;0;0 
30630;3661;1;1;72;0;0 
30136;3661;0;0;72;0;0 
33263;3661;0;0;72;0;0 
33224;3661;1;1;73;0;0 
33252;3661;1;1;73;0;0 
33453;3661;1;1;73;0;0 
34043;3661;1;1;73;0;0 
31294;3661;1;1;76;0;0 
30095;3661;0;0;75;0;0 
29905;3661;1;1;72;0;0 
29893;3661;1;1;72;0;0 
32461;3661;1;1;73;0;0 
33256;3661;1;1;73;0;0 
30330;3661;1;1;72;0;0 
33255;3661;1;1;76;0;0 
33199;3661;0;0;73;0;0 
30048;3661;1;1;74;0;0 
30530;3661;0;0;74;0;0 
30196;3661;1;1;74;0;0 
33264;3661;1;1;72;0;0 
29905;3661;0;0;75;0;0 
30527;3661;1;1;75;0;0 
33275;3661;1;1;75;0;0 
33269;3661;0;0;72;0;0 
33242;3661;1;1;75;0;0 
30477;3661;1;1;74;0;0 
33466;3661;1;1;75;0;0 
33273;3661;1;1;74;0;0 
30611;3661;0;0;75;0;0 
29946;3661;0;0;74;0;0 
29966;3661;0;0;73;0;0 
33235;3661;0;0;74;0;0 
34758;3661;1;1;74;0;0 
30607;3661;1;1;73;0;0 
30545;3661;0;0;72;0;0 
30469;3661;1;1;72;0;0 
30244;3661;1;1;73;0;0 
29903;3661;1;1;72;0;0 
30498;3661;1;1;72;0;0 
