CYCLES;0x7A;0x86;0x87;0xC0;0xC1;0xC2
29977;1;1;0;232;0;211 
33330;1;0;0;232;0;220 
33263;1;0;0;236;0;219 
29982;1;0;0;235;0;221 
33273;1;0;0;190;0;169 
33193;1;0;0;234;0;221 
30645;1;0;0;190;0;167 
30104;1;0;0;235;0;199 
33224;1;0;0;188;0;174 
30564;1;0;0;198;0;179 
33275;1;0;0;149;0;129 
33228;1;0;0;237;0;218 
30508;1;0;0;135;0;118 
33233;1;0;0;233;0;217 
29933;1;0;0;233;0;215 
29918;1;0;0;235;0;218 
30734;1;0;0;234;0;216 
33225;1;0;0;232;0;217 
29897;1;0;0;239;0;223 
33323;1;0;0;161;0;135 
30103;1;0;0;235;0;201 
33451;1;0;0;180;0;141 
30268;1;0;0;191;0;148 
31268;1;0;0;196;0;173 
33262;1;0;0;234;0;216 
33264;1;0;0;199;0;182 
30119;1;0;0;189;0;173 
33243;1;0;0;183;0;166 
30341;1;0;0;232;0;204 
33332;1;0;0;192;0;165 
33327;1;0;0;228;0;209 
33197;1;0;0;237;0;223 
29881;1;0;0;238;0;223 
33256;1;0;0;188;0;169 
29909;1;0;0;232;0;216 
32011;1;1;0;211;0;180 
29909;1;0;0;227;0;211 
29900;1;0;0;236;0;219 
33652;1;0;0;187;0;126 
33301;1;0;0;237;0;216 
30238;1;0;0;188;0;172 
31466;1;1;0;207;0;179 
33227;1;0;0;241;0;225 
31430;1;0;0;235;0;219 
30109;1;0;0;233;0;196 
33456;1;0;0;66;0;22 
33273;1;0;0;240;0;221 
30074;1;0;0;172;0;139 
33193;1;0;0;188;0;175 
30438;1;0;0;228;0;206 
29961;1;0;0;235;0;214 
33281;1;0;0;134;0;112 
33241;1;0;0;199;0;182 
30288;1;1;0;202;0;172 
29904;1;0;0;231;0;215 
29947;1;0;0;233;0;211 
29927;1;0;0;231;0;212 
30060;1;1;0;236;0;209 
31664;1;1;0;141;0;112 
29907;1;0;0;226;0;209 
29904;1;0;0;235;0;219 
30521;1;0;0;157;0;142 
30608;1;1;0;239;0;214 
33603;1;0;0;250;0;229 
33269;1;0;0;184;0;168 
34353;1;0;0;233;0;214 
29931;1;0;0;233;0;214 
33250;1;0;0;232;0;215 
33364;1;0;0;235;0;204 
33423;1;0;0;245;0;207 
30479;1;0;0;186;0;171 
30144;1;0;0;238;0;221 
33240;1;0;0;186;0;168 
33168;1;0;0;232;0;221 
29976;1;0;0;213;0;193 
29908;1;0;0;231;0;213 
33216;1;0;0;180;0;164 
33210;1;0;0;241;0;226 
30099;1;0;0;224;0;190 
33284;1;0;0;195;0;172 
33264;1;0;0;240;0;222 
33301;1;0;0;184;0;159 
33430;1;0;0;184;0;143 
33204;1;0;0;238;0;223 
33241;1;0;0;232;0;216 
33604;1;0;0;242;0;194 
29920;1;0;0;230;0;211 
29941;1;0;0;234;0;214 
30215;1;0;0;237;0;222 
33257;1;0;0;159;0;141 
32479;1;0;0;241;0;225 
31534;1;0;0;235;0;221 
30160;1;0;0;232;0;218 
33288;1;0;0;236;0;216 
33257;1;0;0;138;0;120 
33240;1;0;0;181;0;164 
29919;1;0;0;234;0;216 
30083;1;0;0;178;0;145 
29905;1;0;0;231;0;214 
33225;1;0;0;180;0;163 
30067;1;0;0;190;0;159 
30554;1;1;0;240;0;214 
30073;1;0;0;180;0;163 
29898;1;0;0;232;0;215 
29932;1;0;0;239;0;219 
33215;1;0;0;209;0;194 
30012;1;0;0;241;0;220 
33278;1;0;0;183;0;167 
30142;1;0;0;230;0;214 
33285;1;0;0;183;0;165 
33318;1;0;0;196;0;175 
33479;1;0;0;135;0;91 
31100;1;0;0;243;0;224 
30287;1;0;0;233;0;217 
30570;1;0;0;184;0;167 
29949;1;0;0;229;0;210 
29987;1;0;0;183;0;157 
33324;1;0;0;187;0;162 
33238;1;0;0;177;0;157 
30834;1;0;0;242;0;193 
30545;1;0;0;232;0;212 
30509;1;0;0;181;0;162 
33516;1;0;0;190;0;143 
33206;1;0;0;186;0;173 
33275;1;0;0;186;0;168 
29904;1;0;0;231;0;215 
30012;1;0;0;235;0;216 
33228;1;0;0;191;0;174 
33200;1;0;0;186;0;173 
33251;1;0;0;228;0;211 
33474;1;0;0;238;0;194 
29884;1;0;0;235;0;221 
33229;1;0;0;197;0;179 
31430;1;0;0;242;0;225 
33466;1;0;0;185;0;142 
33508;1;0;0;178;0;131 
31488;1;0;0;240;0;222 
34015;1;0;0;175;0;132 
33255;1;0;0;155;0;136 
33289;1;0;0;226;0;205 
29925;1;0;0;234;0;216 
33228;1;0;0;196;0;180 
33204;1;0;0;231;0;217 
30529;1;0;0;215;0;196 
33237;1;0;0;238;0;221 
33244;1;0;0;232;0;215 
33233;1;0;0;188;0;170 
29930;1;0;0;234;0;220 
30029;1;0;0;177;0;149 
31188;1;0;0;207;0;188 
29910;1;0;0;233;0;214 
33516;1;0;0;187;0;171 
33204;1;0;0;237;0;222 
30048;1;0;0;235;0;222 
30441;1;1;0;200;0;147 
29899;1;0;0;234;0;218 
31138;1;0;0;233;0;219 
33248;1;0;0;184;0;167 
33298;1;0;0;190;0;173 
33296;1;0;0;198;0;179 
33263;1;0;0;221;0;202 
30124;1;0;0;234;0;218 
30367;1;0;0;194;0;176 
33226;1;0;0;192;0;175 
29928;1;0;0;241;0;222 
29891;1;0;0;226;0;210 
30536;1;0;0;233;0;215 
31054;1;0;0;186;0;171 
29884;1;0;0;233;0;219 
29930;1;0;0;232;0;214 
31077;1;1;0;198;0;132 
30096;1;0;0;186;0;154 
33195;1;0;0;229;0;216 
29989;1;0;0;177;0;152 
30934;1;0;0;235;0;182 
33262;1;0;0;193;0;176 
29920;1;0;0;242;0;225 
29881;1;0;0;232;0;216 
33231;1;0;0;186;0;170 
33373;1;0;0;184;0;155 
33213;1;0;0;196;0;182 
30665;1;0;0;203;0;187 
33247;1;0;0;238;0;223 
33267;1;0;0;186;0;169 
29951;1;0;0;237;0;215 
33195;1;0;0;190;0;177 
33544;1;0;0;242;0;218 
33611;1;0;0;186;0;127 
30096;1;0;0;191;0;175 
33560;1;0;0;240;0;183 
31217;1;0;0;237;0;220 
33254;1;0;0;235;0;218 
31525;1;1;0;241;0;217 
34276;1;0;0;237;0;222 
33390;1;0;0;236;0;204 
33241;1;0;0;183;0;168 
33273;1;0;0;187;0;171 
32002;1;1;0;214;0;187 
33248;1;0;0;183;0;165 
33341;1;0;0;234;0;208 
31153;1;0;0;234;0;216 
30120;1;0;0;182;0;160 
33342;1;0;0;190;0;164 
33236;1;0;0;154;0;137 
33202;1;0;0;184;0;171 
33252;1;0;0;229;0;212 
30106;1;0;0;132;0;96 
30722;1;0;0;154;0;138 
33263;1;0;0;189;0;171 
29922;1;0;0;230;0;213 
33256;1;0;0;189;0;172 
33293;1;0;0;187;0;165 
30173;1;0;0;234;0;192 
33298;1;0;0;239;0;217 
33216;1;0;0;186;0;170 
30059;1;0;0;241;0;209 
30910;1;0;0;194;0;174 
30047;1;0;0;180;0;150 
33273;1;0;0;187;0;169 
33343;1;0;0;198;0;180 
29891;1;0;0;230;0;213 
30219;1;0;0;138;0;92 
30574;1;0;0;235;0;221 
33287;1;0;0;242;0;217 
30118;1;0;0;187;0;152 
30544;1;0;0;179;0;134 
33199;1;0;0;238;0;224 
33288;1;0;0;184;0;166 
30014;1;0;0;179;0;158 
33226;1;0;0;220;0;206 
33443;1;0;0;178;0;133 
33220;1;0;0;241;0;225 
33415;1;0;0;231;0;190 
29927;1;0;0;231;0;213 
33219;1;0;0;143;0;128 
30708;1;0;0;237;0;213 
30104;1;0;0;179;0;143 
33270;1;0;0;179;0;163 
30537;1;0;0;185;0;166 
29923;1;0;0;230;0;213 
33253;1;0;0;194;0;177 
31644;1;0;0;239;0;225 
29866;1;0;0;236;0;221 
29949;1;0;0;232;0;215 
30391;1;0;0;229;0;193 
30295;1;0;0;65;0;13 
33360;1;1;0;191;0;167 
30620;1;1;0;240;0;216 
30033;1;0;0;238;0;209 
33226;1;0;0;188;0;170 
33235;1;0;0;191;0;175 
33793;1;0;0;199;0;118 
30482;1;0;0;237;0;222 
33347;1;0;0;185;0;157 
31170;1;0;0;235;0;218 
33238;1;0;0;182;0;163 
33257;1;0;0;200;0;182 
30486;1;0;0;236;0;221 
33271;1;0;0;189;0;170 
33238;1;0;0;183;0;168 
29921;1;0;0;234;0;216 
33098;1;0;0;172;0;109 
