CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
29892;3661;0;0;73;0;0 
29896;3661;1;1;73;0;0 
33677;3661;1;1;75;0;0 
29944;3661;0;0;74;0;0 
29995;3661;1;1;74;0;0 
33262;3661;1;1;76;0;0 
33227;3661;1;1;72;0;0 
29931;3661;1;1;72;0;0 
30223;3661;1;1;77;0;0 
33403;3661;1;1;75;0;0 
33259;3661;0;0;72;0;0 
33215;3661;0;0;74;0;0 
33220;3661;0;0;74;0;0 
33215;3661;0;0;74;0;0 
29911;3661;1;1;75;0;0 
33199;3661;0;0;72;0;0 
33212;3661;1;1;74;0;0 
29940;3661;1;1;74;0;0 
33253;3661;0;0;74;0;0 
33274;3661;1;1;75;0;0 
33379;3661;0;0;77;0;0 
33266;3661;0;0;73;0;0 
33422;3661;1;1;75;0;0 
33251;3661;1;1;73;0;0 
33227;3661;1;1;73;0;0 
29985;3661;1;1;74;0;0 
33271;3661;1;1;74;0;0 
30629;3661;1;1;73;0;0 
30246;3661;1;1;72;0;0 
29894;3661;0;0;75;0;0 
29903;3661;0;0;75;0;0 
33391;3661;1;1;72;0;0 
29959;3661;0;0;74;0;0 
33228;3661;1;1;72;0;0 
31370;3661;1;1;72;0;0 
29922;3661;1;1;72;0;0 
29886;3661;1;1;73;0;0 
33250;3661;1;1;75;0;0 
29903;3661;0;0;73;0;0 
29929;3661;1;1;72;0;0 
30406;3661;1;1;73;0;0 
30454;3661;1;1;73;0;0 
33198;3661;1;1;73;0;0 
29921;3661;1;1;75;0;0 
33237;3661;1;1;75;0;0 
29901;3661;1;1;72;0;0 
33326;3661;1;1;75;0;0 
29985;3661;1;1;74;0;0 
30534;3661;1;1;72;0;0 
29941;3661;1;1;75;0;0 
29876;3661;1;1;72;0;0 
33278;3661;1;1;75;0;0 
33287;3661;0;0;75;0;0 
33352;3661;0;0;77;0;0 
33219;3661;0;0;74;0;0 
29893;3661;1;1;72;0;0 
30001;3661;1;1;73;0;0 
33286;3661;1;1;73;0;0 
33220;3661;0;0;74;0;0 
30109;3661;1;1;73;0;0 
33011;3661;1;1;72;0;0 
30495;3661;1;1;72;0;0 
33221;3661;1;1;72;0;0 
30930;3661;1;1;73;0;0 
