Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;msort_perf_n5_evento...;6,604;0,009;0,5125144638022248;4,755799620466715;3,554143940265844;10,800331301733987;1,0;0,0;2,0
0xC5;msort_perf_n7_evento...;0,0101;2094,0;0,9317609835888236;0,04428400481175476;1569,7050372485794;4,411083951272828;0,0015;1,0;1,003
0xE7;msort_perf_n10_event...;0,3263;0,362;0,6103372222864037;0,1542776215411008;8,844103526299653;10,467752159000662;0,0494;0,0002;0,099
0xE0;msort_perf_n9_evento...;0,3125;0,118;0,5868288669966586;0,07192390636737978;29,5708164035408;9,704042465103408;0,0473;0,0001;0,0947
0x10.1;msort_perf_n3_evento...;0,2124;0,0201;0,32631910554865673;0,04426955467303362;0,0708892515968671;7,579590763828083;0,0322;0,0;0,0643
0x10;msort_perf_n3_evento...;0,2105;0,0201;0,32631910554865673;0,04426955467303362;0,0708892515968671;7,579590763828083;0,0319;0,0;0,0638
0xCC;msort_perf_n8_evento...;0,1634;0,0182;0,3387357602390662;0,0;-0,046408340199676434;7,468775863111611;0,0247;0,0;0,0495
0xE8;msort_perf_n10_event...;0,0587;36,429;0,8830509540995382;0,0;143,2246669131564;2,7059048324633483;0,0089;0,0174;0,0352
0x14;msort_perf_n4_evento...;0,1114;0,005;0,09222880713694599;0,030065755017855356;36,192181472233976;11,218693862180011;0,0169;0,0;0,0338
0x01;msort_perf_n1_evento...;0,0926;1,0357;0,5966780269294051;0,008912955246823895;2,369442170865278;4,366153848136755;0,014;0,0005;0,0285
0x86;msort_perf_n6_evento...;0,0772;4,0;0,7113079348100287;0,03897964731736936;-0,679596994640705;1,6252246313204477;0,0117;0,0019;0,0253
0x12;msort_perf_n4_evento...;0,0804;0,0001;0,4886715637861358;0,03338714545128019;1,3937991558505831;1,7144740739622841;0,0122;0,0;0,0243
0xE2;msort_perf_n9_evento...;0,0762;2,1429;0,39530012964743894;0,05351243519624349;222,83535961108268;3,5383875617599934;0,0115;0,001;0,0241
0x0A;msort_perf_n2_evento...;0,0683;2,0;0,7168021857330746;0,0;-0,718383506410901;1,6302549805494047;0,0103;0,001;0,0216
0xC0;msort_perf_n6_evento...;0,0679;0,7979;0,6174307677545865;0,0024045802215866274;5,369928064830193;6,399195749414821;0,0103;0,0004;0,021
0x0C;msort_perf_n3_evento...;0,0651;0,0001;0,6757662276562246;0,0;-0,25280099282217705;1,6863931261911442;0,0099;0,0;0,0197
0x60;msort_perf_n5_evento...;0,0586;3,2411;0,4576353376450722;0,039969556644675386;7,4282889257152185;5,866253917067021;0,0089;0,0015;0,0193
0x16;msort_perf_n4_evento...;0,0616;0,7857;0,47373187237353853;0,015202960976248736;1993,0378279802983;7,262342552859689;0,0093;0,0004;0,019
0xE4;msort_perf_n10_event...;0,0601;0,0012;0,34013918404637966;3,459246546055894e-05;-0,05901796362353995;8,028996789372469;0,0091;0,0;0,0182
0x03;msort_perf_n1_evento...;0,0566;1,5814;0,48699148529846226;0,08736135705122416;1,2396278733638426;5,785550736321324;0,0086;0,0008;0,0179
0x19;msort_perf_n5_evento...;0,0531;1,5682;0,4280865011098002;0,01696655651762624;3,8610681182914637;6,408841063037297;0,008;0,0007;0,0168
0x17;msort_perf_n4_evento...;0,0331;3,2963;0,47775296904392356;0,005228208735585049;8,298940065188317;5,172598213077634;0,005;0,0016;0,0116
0x13;msort_perf_n4_evento...;0,0336;0,0;0,262257695979289;0,014717278819157631;34,7356777496815;1,169374470359832;0,0051;0,0;0,0102
0xE5;msort_perf_n10_event...;0,0321;0,0004;0,33976312032088574;0,029117925517825327;0,25326746189394544;5,710559983856301;0,0049;0,0;0,0097
0x61;msort_perf_n6_evento...;0,0291;1,5;0,3639570247132925;0,03194634802509766;0,9380412988888955;4,865821235070135;0,0044;0,0007;0,0095
0x15;msort_perf_n4_evento...;0,0288;0,8038;0,5849503412393888;0,01803763505438205;5,467202560188168;6,145114222368988;0,0044;0,0004;0,0091
0x04;msort_perf_n1_evento...;0,0291;0,0;0,666692520768184;0,0;3,4933745080484324;1,1906730034146797;0,0044;0,0;0,0088
