CYCLES;0xC9;0xCA;0xCB;0xCC;0xD0;0xD1
627081;51650;1;1;2713;0;0 
624660;51650;1;1;2683;0;0 
624308;51650;1;1;2786;0;0 
622969;51650;1;1;2742;0;0 
626160;51650;1;1;2733;0;0 
623046;51650;1;1;2752;0;0 
625898;51650;1;1;2723;0;0 
625711;51650;1;1;2708;0;0 
626637;51650;1;1;2730;0;0 
626069;51650;1;1;2719;0;0 
622341;51650;1;1;2704;0;0 
626317;51650;1;1;2762;0;0 
626427;51650;1;1;2713;0;0 
626751;51650;1;1;2767;0;0 
623833;51650;1;1;2726;0;0 
623299;51650;1;1;2730;0;0 
624821;51650;1;1;2689;0;0 
623677;51650;1;1;2743;0;0 
624447;51650;1;1;2669;0;0 
625564;51650;1;1;2723;0;0 
625698;51650;1;1;2709;0;0 
626981;51650;1;1;2756;0;0 
626964;51650;1;1;2721;0;0 
623017;51650;1;1;2696;0;0 
623654;51650;1;1;2721;0;0 
624083;51650;1;1;2755;0;0 
626756;51650;1;1;2706;0;0 
623544;51650;1;1;2722;0;0 
627339;51650;1;1;2744;0;0 
627146;51650;1;1;2728;0;0 
623528;51650;1;1;2743;0;0 
626955;51650;1;1;2714;0;0 
626407;51650;1;1;2728;0;0 
625129;51650;1;1;2764;0;0 
623427;51650;1;1;2719;0;0 
624593;51650;1;1;2744;0;0 
625406;51650;1;1;2701;0;0 
626906;51650;1;1;2740;0;0 
625548;51650;1;1;2722;0;0 
624527;51650;1;1;2715;0;0 
625707;51650;1;1;2754;0;0 
628525;51650;1;1;2762;0;0 
624405;51650;1;1;2740;0;0 
624273;51650;1;1;2763;0;0 
623521;51650;1;1;2751;0;0 
622989;51650;1;1;2741;0;0 
623309;51650;1;1;2752;0;0 
624971;51650;1;1;2701;0;0 
626518;51650;1;1;2723;0;0 
626198;51651;1;1;2705;0;0 
623573;51650;1;1;2726;0;0 
626121;51650;1;1;2739;0;0 
623451;51650;1;1;2739;0;0 
624503;51650;1;1;2729;0;0 
623254;51651;1;1;2723;0;0 
626898;51650;1;1;2725;0;0 
623630;51650;1;1;2751;0;0 
625946;51650;1;1;2751;0;0 
624436;51650;1;1;2689;0;0 
627126;51650;1;1;2731;0;0 
623229;51650;1;1;2729;0;0 
626192;51650;1;1;2731;0;0 
627500;51650;1;1;2794;0;0 
627024;51650;1;1;2717;0;0 
627561;51650;1;1;2752;0;0 
626552;51650;1;1;2742;0;0 
623670;51650;1;1;2752;0;0 
625788;51650;1;1;2744;0;0 
625872;51650;1;1;2742;0;0 
625196;51650;1;1;2716;0;0 
623663;51650;1;1;2715;0;0 
624605;51650;1;1;2709;0;0 
622993;51650;1;1;2701;0;0 
