Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;matmult_perf_n5_even...;7,3661;0,0631;0,7004109375013375;4,9315900966571915;13,873286570759907;11,680887396767318;1,0;0,0002;2,0002
0xC7;matmult_perf_n7_even...;0,2681;370,0;0,8658672052838513;0,08695868640057292;16,018948396184022;10,116671060268729;0,0364;1,0;1,0728
0xE8;matmult_perf_n10_eve...;0,2639;35,7;0,8554026323748898;0,0828517290183659;17,039911818913794;10,082259506794163;0,0358;0,0965;0,1681
0xE1;matmult_perf_n9_even...;0,5672;4,1195;0,5651550678401722;0,3614242756037864;11,948648502187456;11,646893749613845;0,077;0,0111;0,1651
0xE7;matmult_perf_n10_eve...;0,5466;1,1105;0,4417004156332342;0,1670136131686215;12,005527133730308;11,739118628865972;0,0742;0,003;0,1514
0xC5;matmult_perf_n7_even...;0,465;1,8179;0,6494571960435561;0,025224683449186713;4,196039454482882;11,495363175478317;0,0631;0,0049;0,1312
0xC3;matmult_perf_n7_even...;0,3568;3,2582;0,7246534972942554;0,06302533128260812;8,408318991878971;11,080651415960059;0,0484;0,0088;0,1057
0x18;matmult_perf_n5_even...;0,3029;5,1035;0,7580486748249816;0,3072102125724956;6,962667806570934;5,940875048582774;0,0411;0,0138;0,096
0x19;matmult_perf_n5_even...;0,3387;1,3563;0,721938199048973;0,19122145416346514;5,403285808898069;7,081759275866027;0,046;0,0037;0,0956
0x60;matmult_perf_n5_even...;0,2897;0,9451;0,5497498832178994;0,4793101590473019;13,226505299765277;5,942339511104539;0,0393;0,0026;0,0812
0x17;matmult_perf_n4_even...;0,2596;0,8682;0,47769653993469635;0,42943427787013677;11,76963411415453;5,087073351904677;0,0352;0,0023;0,0728
0x61;matmult_perf_n6_even...;0,19;3,5518;0,5839072246363751;0,30405148492639444;8,26227450924422;5,717337307219088;0,0258;0,0096;0,0612
0xE2;matmult_perf_n9_even...;0,0453;9,2619;0,6903637220010125;0,08327112343269549;2214,8235342732887;4,829108438701427;0,0061;0,025;0,0373
0xE0;matmult_perf_n9_even...;0,0573;1,8419;0,7703214680716108;0,17553510903457248;55,00548066913675;7,8996105944400234;0,0078;0,005;0,0205
0x0A;matmult_perf_n2_even...;0,0237;4,0;0,6025559464134383;0,0;2,295972825299177;1,4443749189220658;0,0032;0,0108;0,0172
0x86;matmult_perf_n6_even...;0,0171;4,0;0,5988009655025281;0,019920454093305118;2,4937078456517745;1,3288109073394905;0,0023;0,0108;0,0155
0xE6;matmult_perf_n10_eve...;0,0;4,0;0,5317644926329189;0,0;-0,9701749297929387;2,5478487378681094;0,0;0,0108;0,0108
0x03;matmult_perf_n1_even...;0,0265;0,88;0,5300172919314037;0,011713188577956668;2,278030561692739;5,0714865195652346;0,0036;0,0024;0,0096
0xC0;matmult_perf_n6_even...;0,0253;0,2745;0,3612521415876662;0,0;1,13653081951866;6,249697165580442;0,0034;0,0007;0,0076
0xC2;matmult_perf_n7_even...;0,0238;0,2712;0,2757985818258924;0,032472141771532126;7,125559966060541;4,242910617707754;0,0032;0,0007;0,0072
0x12;matmult_perf_n4_even...;0,0266;0,0004;0,6357156166137188;0,01858212112587876;2,067770046867317;1,4064869842499117;0,0036;0,0;0,0072
0x16;matmult_perf_n4_even...;0,0214;0,3126;0,44608311036931886;0,0;2,62820275284783;6,797662734619439;0,0029;0,0008;0,0067
0x04;matmult_perf_n1_even...;0,0237;0,0;0,1810451911891258;0,0;7,265330587425552;2,832429451397152;0,0032;0,0;0,0064
0x01;matmult_perf_n1_even...;0,0184;0,4762;0,4919454002352268;0,03835663554668134;-0,7435531156578832;5,4144313511585915;0,0025;0,0013;0,0063
0x0C;matmult_perf_n3_even...;0,0217;0,0004;0,6842246626437888;0,0538011659775226;1,7226067050060343;1,4084630319894518;0,003;0,0;0,0059
0x15;matmult_perf_n4_even...;0,018;0,3916;0,5288588519866124;0,0;4,506204287007542;5,363011200616649;0,0024;0,0011;0,0059
0x14;matmult_perf_n4_even...;0,0163;0,001;0,27392885731801664;0,06926781300209361;2,036661430790805;7,599365437790738;0,0022;0,0;0,0044
0xC8;matmult_perf_n8_even...;0,006;1,0;0,9999999999999996;0,0006666666666657051;22,75025651863602;0,22411575324580602;0,0008;0,0027;0,0043
0x08;matmult_perf_n2_even...;0,0156;0,0;0,4558013796799577;0,0;0,9620616503299178;3,19598882530868;0,0021;0,0;0,0042
