Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;msort_perf_n5_evento...;6,5905;0,0077;0,5004997836555971;4,6918305728476675;2,504148113258035;10,77254376513241;1,0;0,0;2,0
0xC5;msort_perf_n7_evento...;0,0049;2094,0;0,9590817461373131;0,0;600,9600872089675;4,407751904338762;0,0007;1,0;1,0015
0xE7;msort_perf_n10_event...;0,2953;0,3843;0,553053341867851;0,17403506986292694;14,112474769031722;10,365094643750274;0,0448;0,0002;0,0898
0xE0;msort_perf_n9_evento...;0,2849;0,1128;0,5080003535992019;0,03211634003438846;36,800508741515415;9,70490897958326;0,0432;0,0001;0,0865
0x10.1;msort_perf_n3_evento...;0,215;0,0193;0,3313903903408024;0,0;0,030567624475458022;7,588089581170435;0,0326;0,0;0,0653
0x10;msort_perf_n3_evento...;0,2118;0,0193;0,3313903903408024;0,0;0,030567624475458022;7,588089581170435;0,0321;0,0;0,0643
0xCC;msort_perf_n8_evento...;0,1838;0,019;0,33982151209630057;0,0;-0,04499216021779384;7,458129261126118;0,0279;0,0;0,0558
0x14;msort_perf_n4_evento...;0,1207;0,0053;0,32429272150086047;0,0;0,17851318701716457;11,192333030278299;0,0183;0,0;0,0366
0x01;msort_perf_n1_evento...;0,1006;1,0358;0,5774543232451806;0,06444874662656241;2,828321605521183;4,337762129270661;0,0153;0,0005;0,031
0xE8;msort_perf_n10_event...;0,0401;35,9744;0,8652454667449372;0,0;214,9367705760447;2,636652435614593;0,0061;0,0172;0,0294
0x86;msort_perf_n6_evento...;0,0799;4,0;0,5173564263822003;0,0;0,5124715643948368;1,635153653969393;0,0121;0,0019;0,0262
0xE2;msort_perf_n9_evento...;0,0722;8,667;0,8036198698511278;0,026525906971669233;5196,616303962579;3,576376851786284;0,011;0,0041;0,0261
0x0A;msort_perf_n2_evento...;0,0774;2,0;0,4064019591562374;0,0;1,7467640290506936;1,5941595328635045;0,0117;0,001;0,0244
0x0C;msort_perf_n3_evento...;0,0805;0,0001;0,5067748513237925;0,0009993098446559046;1,069748450605124;1,6996128120193064;0,0122;0,0;0,0244
0x12;msort_perf_n4_evento...;0,0787;0,0001;0,6917012738601764;0,0;-0,2845790437687401;1,716087671504471;0,0119;0,0;0,0239
0x03;msort_perf_n1_evento...;0,0669;1,5;0,4909820636893943;0,07224517930009489;1,2474762156213495;5,803001004059613;0,0102;0,0007;0,021
0xE4;msort_perf_n10_event...;0,0678;0,0012;0,34205927532225117;0,0;-0,0757147898714039;8,040413108504325;0,0103;0,0;0,0206
