CYCLES;0x19;0x1A;0x1D;0x1E;0x60;0x61
3708;15;0;1854;0;8;7 
4654;8;0;2327;0;4;4 
4819;20;0;2409;0;8;12 
6227;20;0;3114;0;12;8 
3753;16;0;1877;0;8;8 
3671;12;0;1835;0;4;8 
3615;4;0;1807;0;4;0 
4602;16;0;2301;0;12;4 
3607;12;0;1804;0;8;4 
3721;8;0;1860;0;4;4 
3979;12;0;1989;0;8;4 
4481;12;0;2240;0;8;4 
4011;24;0;2005;0;4;20 
3778;12;0;1889;0;4;8 
3638;8;0;1819;0;4;4 
3960;4;0;1980;0;0;4 
3945;12;0;1972;0;4;8 
3948;2;0;1974;0;0;2 
3958;4;0;1979;0;0;4 
4034;4;0;2017;0;4;0 
3926;4;0;1963;0;4;0 
3967;4;0;1983;0;0;4 
3651;12;0;1826;0;8;4 
4051;8;0;2026;0;4;4 
3925;4;0;1963;0;4;0 
3651;8;0;1825;0;8;0 
3627;16;0;1813;0;4;12 
3954;4;0;1977;0;4;0 
3940;8;0;1970;0;8;0 
4526;16;0;2263;0;8;8 
3666;20;0;1833;0;8;12 
3743;12;0;1872;0;8;4 
4060;20;0;2030;0;12;8 
3922;12;0;1961;0;4;8 
3625;12;0;1813;0;8;4 
3928;4;0;1964;0;4;0 
3906;12;0;1953;0;8;4 
3615;4;0;1807;0;4;0 
3898;16;0;1949;0;4;12 
4492;8;0;2246;0;4;4 
4598;20;0;2299;0;8;12 
3618;4;0;1809;0;4;0 
3741;20;0;1871;0;12;8 
3608;8;0;1804;0;4;4 
4138;4;0;2069;0;4;0 
3953;4;0;1977;0;0;4 
3670;16;0;1835;0;8;8 
4238;16;0;2119;0;8;8 
4655;8;0;2327;0;8;0 
3665;12;0;1833;0;12;0 
3700;20;0;1850;0;8;12 
4150;12;0;2075;0;8;4 
3936;0;0;1968;0;0;0 
4028;12;0;2014;0;4;8 
3935;0;0;1967;0;0;0 
3988;20;0;1994;0;8;12 
4036;8;0;2018;0;4;4 
3961;8;0;1980;0;0;8 
3624;8;0;1812;0;8;0 
3984;12;0;1992;0;8;4 
3648;8;0;1824;0;0;8 
3917;12;0;1958;0;8;4 
3653;12;0;1827;0;8;4 
3923;8;0;1961;0;4;4 
3917;8;0;1958;0;8;0 
3690;8;0;1845;0;4;4 
3634;4;0;1817;0;4;0 
3636;24;0;1818;0;12;12 
3634;4;0;1817;0;0;4 
3670;12;0;1835;0;8;4 
3638;8;0;1819;0;8;0 
3933;12;0;1967;0;8;4 
3665;4;0;1833;0;4;0 
4055;32;0;2027;0;12;20 
3647;12;0;1824;0;4;8 
4121;12;0;2060;0;8;4 
4600;4;0;2300;0;4;0 
3635;8;0;1817;0;4;4 
3956;8;0;1978;0;4;4 
3739;16;0;1870;0;12;4 
3640;8;0;1820;0;4;4 
3640;8;0;1820;0;4;4 
3665;8;0;1833;0;8;0 
4725;16;0;2362;0;4;12 
3617;4;0;1809;0;4;0 
3634;20;0;1817;0;12;8 
3648;12;0;1824;0;4;8 
3685;16;0;1843;0;8;8 
3649;12;0;1825;0;4;8 
3649;8;0;1824;0;4;4 
3709;16;0;1854;0;8;8 
3680;12;0;1840;0;12;0 
3658;16;0;1829;0;4;12 
4047;12;0;2024;0;8;4 
3600;8;0;1800;0;8;0 
3905;8;0;1952;0;4;4 
3857;16;0;1928;0;12;4 
3750;24;0;1875;0;12;12 
3645;4;0;1823;0;4;0 
4604;4;0;2302;0;4;0 
3907;4;0;1954;0;4;0 
3677;8;0;1838;0;4;4 
4042;16;0;2021;0;4;12 
4041;8;0;2020;0;4;4 
4349;8;0;2174;0;4;4 
3965;24;0;1983;0;12;12 
3773;8;0;1887;0;4;4 
3684;8;0;1842;0;8;0 
3712;16;0;1856;0;12;4 
4014;16;0;2007;0;4;12 
3986;12;0;1993;0;4;8 
3708;52;0;1854;0;12;40 
3697;12;0;1849;0;4;8 
4444;16;0;2222;0;8;8 
3636;16;0;1818;0;8;8 
3638;8;0;1819;0;4;4 
4617;8;0;2308;0;8;0 
3649;8;0;1824;0;4;4 
3918;4;0;1959;0;0;4 
3956;4;0;1978;0;4;0 
4183;4;0;2091;0;4;0 
4770;12;0;2385;0;8;4 
3795;20;0;1897;0;16;4 
3951;4;0;1975;0;4;0 
3624;4;0;1812;0;4;0 
3616;8;0;1808;0;4;4 
4602;8;0;2301;0;8;0 
3685;12;0;1843;0;4;8 
3644;8;0;1822;0;4;4 
3797;16;0;1899;0;8;8 
3956;16;0;1978;0;8;8 
3650;20;0;1825;0;8;12 
4027;16;0;2013;0;12;4 
4641;12;0;2321;0;8;4 
3651;16;0;1826;0;12;4 
3721;24;0;1861;0;12;12 
3935;12;0;1967;0;4;8 
3675;12;0;1838;0;8;4 
3968;4;0;1984;0;0;4 
4525;8;0;2262;0;8;0 
3680;4;0;1840;0;4;0 
3992;4;0;1996;0;4;0 
4633;12;0;2316;0;4;8 
3930;0;0;1965;0;0;0 
3646;12;0;1823;0;4;8 
3988;8;0;1994;0;4;4 
3640;16;0;1820;0;8;8 
3651;12;0;1826;0;8;4 
3964;16;0;1982;0;4;12 
3693;8;0;1847;0;4;4 
4020;8;0;2010;0;4;4 
3627;8;0;1813;0;8;0 
3678;12;0;1839;0;8;4 
3626;8;0;1813;0;8;0 
3658;8;0;1829;0;4;4 
3705;8;0;1853;0;0;8 
3616;12;0;1808;0;8;4 
3647;12;0;1824;0;4;8 
4763;4;0;2381;0;4;0 
