Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x1D;matmult_perf_n5_even...;7,3376;0,057;0,6164536685124502;4,934590096657191;15,523010278402952;11,653563465065579;1,0;0,0006;2,0006
0xC7;matmult_perf_n7_even...;0,2909;89,5;0,8672075268055114;0,11199629633164321;15,409879347520652;10,104923235545261;0,0396;1,0;1,0793
0xE8;matmult_perf_n10_eve...;0,2693;33,8182;0,8423514692981154;0,060902765168747486;16,965322387467452;10,126413737086855;0,0367;0,3779;0,4512
0xE1;matmult_perf_n9_even...;0,567;4,6959;0,5195079470448866;0,2749873872705604;14,887307461176642;11,67647452806596;0,0773;0,0525;0,207
0xE7;matmult_perf_n10_eve...;0,5408;1,153;0,4983211365150294;0,24348700909524457;11,310724891153551;11,768614908345729;0,0737;0,0129;0,1603
0xC5;matmult_perf_n7_even...;0,4747;1,8562;0,6032719134294381;0,08985099670106989;5,502117320059117;11,496388086806297;0,0647;0,0207;0,1501
0xC3;matmult_perf_n7_even...;0,3597;3,5096;0,7269103331150798;0,06803539569218975;9,216254051018494;11,048827363623783;0,049;0,0392;0,1373
0x18;matmult_perf_n5_even...;0,262;4,8668;0,7699155211701401;0,16065794556719393;7,488339584595039;5,919726134257719;0,0357;0,0544;0,1258
0x61;matmult_perf_n6_even...;0,2942;3,7931;0,743817519542818;0,19599473630036712;5,109765696593774;5,899157287603474;0,0401;0,0424;0,1226
0x19;matmult_perf_n5_even...;0,3173;1,2149;0,7030802220928142;0,16717389644900793;6,016612770804157;7,02429222148862;0,0432;0,0136;0,1001
0xE2;matmult_perf_n9_even...;0,0484;7,1387;0,7970164361107377;0,13799637458795067;456,4202265931709;4,845380843919148;0,0066;0,0798;0,093
0x17;matmult_perf_n4_even...;0,2662;0,8242;0,4938660118852032;0,3619162162096803;11,136235303183012;5,052225488798787;0,0363;0,0092;0,0818
0x60;matmult_perf_n5_even...;0,2417;0,7528;0,46408376304360266;0,4076716806976233;14,985401493907668;5,843284386718273;0,0329;0,0084;0,0743
0x0A;matmult_perf_n2_even...;0,0228;4,0;0,47462582414937954;0,021205599973676215;5,269629286955611;1,4317683370618932;0,0031;0,0447;0,0509
0x86;matmult_perf_n6_even...;0,0213;4,0;0,821384653267217;0,0;0,5904769497263427;1,2810563178880743;0,0029;0,0447;0,0505
0xE6;matmult_perf_n10_eve...;0,0;4,0;0,5251083771986603;0,0;-0,9385004959550054;2,544927334432249;0,0;0,0447;0,0447
0xE0;matmult_perf_n9_even...;0,0639;1,9069;0,7810819613771878;0,2057462873977438;58,06114817708023;7,834674788719884;0,0087;0,0213;0,0387
0x03;matmult_perf_n1_even...;0,0208;0,94;0,5253204541016923;0,029588698215714082;2,2764600890034887;5,07960098082863;0,0028;0,0105;0,0162
0x16;matmult_perf_n4_even...;0,0434;0,3021;0,43893330209793785;0,05730852995535907;2,26668371540415;6,806349486367335;0,0059;0,0034;0,0152
0x15;matmult_perf_n4_even...;0,0332;0,3892;0,5282280319086634;0,021848929322632937;3,840872326970065;5,379000610101953;0,0045;0,0043;0,0134
0xC4;matmult_perf_n7_even...;0,0036;1,0;0,9420824887423882;0,0;226,6501973334334;0,04612189504650321;0,0005;0,0112;0,0122
0x05;matmult_perf_n1_even...;0,0016;1,0;0,9181731481249389;0,0;214,51384643730063;0,051942362634325424;0,0002;0,0112;0,0116
0xC8;matmult_perf_n8_even...;0,0003;1,0;1,0;0,0;27,6193699349003;0,19789026716485109;0,0;0,0112;0,0113
0x02;matmult_perf_n1_even...;0,0;1,0;0,9369136763210976;0,0;125,42499243976253;0,07547206331025533;0,0;0,0112;0,0112
