CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
35081;0;0;426;417;5;0 
36419;0;0;410;638;9;0 
35204;0;0;406;418;8;0 
35356;0;0;398;578;9;0 
36985;0;0;411;579;5;0 
35359;0;0;411;559;5;0 
35240;0;0;415;575;9;0 
37129;0;0;407;2481;9;0 
35341;0;0;397;726;9;0 
36357;0;0;415;580;9;0 
36407;0;0;446;1412;16;0 
36627;0;0;417;723;9;0 
35237;0;0;402;457;9;0 
35725;0;0;400;952;9;0 
36534;0;0;406;651;9;0 
36441;0;0;400;1669;9;0 
35058;0;0;396;440;8;0 
36348;0;0;404;737;9;0 
36367;0;0;399;635;9;0 
36731;0;0;417;633;9;0 
36260;0;0;400;573;9;0 
37363;0;0;402;1514;5;0 
36250;0;0;406;661;9;0 
36460;0;0;399;565;10;0 
35265;0;0;406;472;8;0 
37084;0;0;404;1217;9;0 
35793;0;0;406;456;9;0 
35334;0;0;410;408;8;0 
35943;0;0;407;953;9;0 
36324;0;0;405;473;9;0 
35400;0;0;406;456;4;0 
35615;0;0;403;839;5;0 
38165;0;0;406;3387;9;0 
36609;0;0;404;1836;10;0 
35613;0;0;396;623;21;0 
35552;0;0;419;462;9;0 
35887;0;0;392;1136;9;0 
35083;0;0;408;440;8;0 
36168;0;0;399;427;9;0 
35653;0;0;402;877;9;0 
36329;0;0;414;569;9;0 
36544;0;0;400;503;9;0 
36620;0;0;407;1826;9;0 
35254;0;0;398;636;10;0 
35071;0;0;405;433;9;0 
35582;0;0;409;707;5;0 
35335;0;0;403;560;9;0 
36505;0;0;403;635;9;0 
36248;0;0;409;674;9;0 
35231;0;0;418;582;9;0 
35542;0;0;400;464;9;0 
35998;0;0;412;1365;9;0 
35220;0;0;408;582;10;0 
36733;0;0;417;1927;9;0 
35451;0;0;396;539;9;0 
36496;0;0;397;1719;9;0 
35074;0;0;408;419;9;0 
35238;0;0;412;439;5;0 
36497;0;0;415;689;5;0 
35156;0;0;406;505;4;0 
35233;0;0;415;415;8;0 
36607;0;0;415;493;20;0 
35363;0;0;397;606;11;0 
36334;0;0;404;1553;9;0 
35410;0;0;423;583;9;0 
35332;0;0;403;696;9;0 
35229;0;0;400;464;8;0 
35194;0;0;397;574;9;0 
35338;0;0;391;730;10;0 
37668;0;0;394;2746;9;0 
35188;0;0;402;557;9;0 
35623;0;0;433;634;9;0 
36037;0;0;400;1109;9;0 
35501;0;0;394;566;10;0 
35472;0;0;400;396;9;0 
35510;0;0;414;571;9;0 
35350;0;0;407;561;9;0 
35839;0;0;405;1071;5;0 
35774;0;0;391;1170;9;0 
35886;0;0;406;633;9;0 
35276;0;0;399;650;5;0 
35206;0;0;404;412;4;0 
35571;0;0;406;640;5;0 
35357;0;0;399;588;9;0 
35336;0;0;405;408;9;0 
35431;0;0;408;642;9;0 
35214;0;0;407;419;5;0 
37271;0;0;413;2622;4;0 
35287;0;0;421;631;9;0 
35448;0;0;423;581;12;0 
37904;0;0;1845;675;20;0 
35783;0;0;398;1160;9;0 
35888;0;0;400;1265;9;0 
35039;0;0;390;426;8;0 
35354;0;0;396;575;10;0 
35206;0;0;399;441;9;0 
37389;0;0;400;750;8;0 
35076;0;0;406;437;9;0 
35210;0;0;407;428;8;0 
36353;0;0;416;1541;9;0 
35353;0;0;403;556;9;0 
35639;0;0;400;578;9;0 
37747;0;0;397;2832;9;0 
35557;0;0;410;771;5;0 
35430;0;0;413;625;9;0 
35676;0;0;402;912;5;0 
37002;0;0;401;1118;9;0 
35426;0;0;397;658;9;0 
35962;0;0;416;1169;9;0 
35068;0;0;406;422;9;0 
35387;0;0;404;605;9;0 
35394;0;0;405;610;10;0 
36224;0;0;418;1239;9;0 
35692;0;0;402;1062;9;0 
35823;0;0;403;938;9;0 
35213;0;0;397;454;10;0 
35073;0;0;406;423;10;0 
36189;0;0;405;439;9;0 
36191;0;0;398;427;5;0 
37374;0;0;421;2713;10;0 
35208;0;0;407;573;5;0 
36308;0;0;397;619;8;0 
35544;0;0;403;606;9;0 
35357;0;0;400;428;9;0 
35350;0;0;406;431;8;0 
36423;0;0;404;1486;10;0 
36235;0;0;407;508;8;0 
37302;0;0;402;1514;9;0 
36155;0;0;400;384;8;0 
36258;0;0;403;414;9;0 
35562;0;0;396;545;9;0 
36173;0;0;406;1364;9;0 
35303;0;0;396;541;9;0 
35970;0;0;425;422;9;0 
36880;0;0;404;576;9;0 
35212;0;0;401;386;9;0 
