CYCLES;0xD1;0xD2;0xE0;0xE1;0xE2;0xE3
35349;0;0;416;408;4;0 
35286;0;0;403;513;9;0 
35353;0;0;411;565;10;0 
35384;0;0;412;609;5;0 
35391;0;0;410;428;8;0 
35476;0;0;411;682;9;0 
35364;0;0;401;591;10;0 
35398;0;0;399;626;9;0 
36380;0;0;404;1586;9;0 
35226;0;0;407;433;8;0 
35250;0;0;414;461;5;0 
35625;0;0;416;818;9;0 
35561;0;0;409;613;8;0 
36195;0;0;399;440;9;0 
35211;0;0;415;546;9;0 
36772;0;0;402;1989;5;0 
35372;0;0;410;576;9;0 
35236;0;0;411;424;9;0 
36372;0;0;406;575;10;0 
35391;0;0;418;726;8;0 
35230;0;0;416;436;9;0 
35800;0;0;411;801;20;0 
35275;0;0;404;640;9;0 
36229;0;0;397;1462;9;0 
35574;0;0;396;817;8;0 
35206;0;0;403;576;9;0 
36477;0;0;424;517;9;0 
35051;0;0;402;412;9;0 
36368;0;0;406;1581;9;0 
35868;0;0;416;1067;5;0 
36487;0;0;397;724;9;0 
35458;0;0;408;676;9;0 
35212;0;0;402;583;9;0 
36004;0;0;396;435;10;0 
35245;0;0;405;463;9;0 
35061;0;0;404;431;9;0 
35557;0;0;409;655;9;0 
35885;0;0;423;1080;9;0 
35633;0;0;405;851;9;0 
35787;0;0;410;583;5;0 
36251;0;0;395;491;9;0 
35425;0;0;412;479;9;0 
35444;0;0;414;664;9;0 
36353;0;0;404;578;5;0 
35371;0;0;418;677;20;0 
36336;0;0;404;626;9;0 
37260;0;0;1069;1784;9;0 
35295;0;0;403;659;9;0 
35203;0;0;404;568;9;0 
37488;0;0;398;2621;9;0 
35299;0;0;417;618;9;0 
35396;0;0;396;639;9;0 
36691;0;0;398;512;10;0 
35277;0;0;402;501;8;0 
35890;0;0;405;1114;5;0 
35199;0;0;400;426;9;0 
35344;0;0;397;578;9;0 
35851;0;0;394;1229;9;0 
35423;0;0;411;627;9;0 
36006;0;0;418;1339;10;0 
36088;0;0;422;344;8;0 
35254;0;0;404;623;9;0 
35446;0;0;403;672;9;0 
35223;0;0;412;426;9;0 
36403;0;0;399;546;10;0 
35442;0;0;405;660;9;0 
35736;0;0;416;788;5;0 
36522;0;0;399;1763;5;0 
36171;0;0;408;427;5;0 
35338;0;0;401;570;10;0 
35508;0;0;404;713;9;0 
35027;0;0;401;394;8;0 
35344;0;0;397;578;9;0 
35109;0;0;405;443;9;0 
35553;0;0;429;722;9;0 
36394;0;0;394;643;9;0 
35073;0;0;405;436;8;0 
35906;0;0;389;992;10;0 
36293;0;0;395;576;9;0 
35232;0;0;396;476;5;0 
35382;0;0;396;623;10;0 
35853;0;0;414;1217;9;0 
35359;0;0;414;570;9;0 
35342;0;0;394;575;9;0 
35471;0;0;397;709;9;0 
35043;0;0;405;399;9;0 
35328;0;0;410;531;10;0 
35606;0;0;400;678;9;0 
35201;0;0;403;412;10;0 
35373;0;0;404;579;9;0 
35411;0;0;405;625;10;0 
35422;0;0;409;429;9;0 
35848;0;0;399;1076;9;0 
35596;0;0;396;673;9;0 
35299;0;0;401;528;9;0 
36256;0;0;419;515;8;0 
35029;0;0;413;379;9;0 
35470;0;0;408;532;9;0 
35149;0;0;403;516;9;0 
36388;0;0;398;626;10;0 
36304;0;0;391;1558;9;0 
37271;0;0;415;2477;8;0 
36243;0;0;421;479;9;0 
36131;0;0;401;409;8;0 
36097;0;0;393;565;9;0 
35249;0;0;407;607;9;0 
35358;0;0;405;572;9;0 
35298;0;0;406;647;10;0 
35223;0;0;414;440;9;0 
35351;0;0;411;558;9;0 
35206;0;0;399;588;9;0 
35435;0;0;400;650;9;0 
36059;0;0;408;1138;10;0 
35212;0;0;419;394;9;0 
36095;0;0;406;1316;10;0 
35214;0;0;403;579;9;0 
35233;0;0;401;439;9;0 
36237;0;0;399;1469;10;0 
35904;0;0;401;1251;10;0 
35365;0;0;405;586;5;0 
35538;0;0;419;732;10;0 
35923;0;0;409;1273;8;0 
35080;0;0;413;441;8;0 
35539;0;0;395;773;10;0 
35233;0;0;407;435;8;0 
35223;0;0;411;419;8;0 
35343;0;0;409;553;8;0 
35708;0;0;399;1087;9;0 
37139;0;0;401;1277;9;0 
37410;0;0;401;2621;9;0 
35489;0;0;401;720;8;0 
35364;0;0;411;562;9;0 
35413;0;0;414;466;8;0 
35294;0;0;408;487;9;0 
36089;0;0;415;1282;9;0 
36350;0;0;403;575;10;0 
35207;0;0;405;421;5;0 
38010;0;0;401;3082;9;0 
35202;0;0;407;428;10;0 
36232;0;0;394;1475;9;0 
36188;0;0;400;484;10;0 
37777;0;0;405;3143;9;0 
35279;0;0;398;498;9;0 
35830;0;0;402;595;9;0 
35366;0;0;409;579;9;0 
35694;0;0;409;633;9;0 
36030;0;0;407;452;9;0 
35499;0;0;402;722;9;0 
35269;0;0;406;416;9;0 
35344;0;0;402;435;5;0 
36435;0;0;404;722;9;0 
35332;0;0;401;556;5;0 
36220;0;0;404;447;8;0 
35252;0;0;423;417;5;0 
35299;0;0;414;392;20;0 
35598;0;0;407;960;10;0 
35369;0;0;410;574;9;0 
35449;0;0;404;525;10;0 
35365;0;0;401;577;9;0 
35361;0;0;404;575;9;0 
36737;0;0;395;826;9;0 
35451;0;0;413;643;9;0 
35261;0;0;412;462;10;0 
35530;0;0;420;715;9;0 
35235;0;0;401;609;5;0 
35149;0;0;414;516;9;0 
35191;0;0;403;425;5;0 
35055;0;0;413;398;9;0 
37315;0;0;391;1466;9;0 
35193;0;0;396;573;9;0 
36268;0;0;395;414;9;0 
35660;0;0;413;587;9;0 
36314;0;0;407;555;9;0 
36487;0;0;403;627;5;0 
35187;0;0;411;538;5;0 
35070;0;0;394;448;9;0 
35398;0;0;403;625;5;0 
35147;0;0;410;370;10;0 
35579;0;0;409;622;5;0 
35199;0;0;410;411;4;0 
35217;0;0;414;581;4;0 
37015;0;0;424;2222;4;0 
35748;0;0;405;967;9;0 
36013;0;0;398;1244;10;0 
36175;0;0;398;474;9;0 
35450;0;0;412;646;10;0 
35847;0;0;398;1224;10;0 
37357;0;0;398;566;9;0 
35396;0;0;400;626;9;0 
35287;0;0;414;480;9;0 
35347;0;0;398;580;9;0 
35533;0;0;403;751;10;0 
35963;0;0;401;586;10;0 
35340;0;0;401;555;5;0 
35217;0;0;413;411;5;0 
35507;0;0;403;584;9;0 
35219;0;0;404;576;8;0 
36027;0;0;398;1406;10;0 
36381;0;0;415;620;9;0 
36476;0;0;397;581;10;0 
37751;0;0;404;1875;5;0 
35675;0;0;406;626;9;0 
35220;0;0;404;419;9;0 
36345;0;0;409;559;9;0 
35382;0;0;400;592;9;0 
35122;0;0;412;482;9;0 
35220;0;0;409;440;10;0 
35218;0;0;402;588;9;0 
35602;0;0;402;638;17;0 
36354;0;0;410;379;8;0 
35213;0;0;405;424;9;0 
35247;0;0;415;444;8;0 
35203;0;0;404;420;9;0 
35194;0;0;401;401;10;0 
35202;0;0;402;410;8;0 
37548;0;0;410;2911;9;0 
36392;0;0;399;560;9;0 
35553;0;0;405;623;5;0 
35467;0;0;403;522;5;0 
35207;0;0;395;431;10;0 
37839;0;0;395;3214;9;0 
35494;0;0;412;706;9;0 
35312;0;0;416;512;9;0 
35229;0;0;414;580;5;0 
35250;0;0;408;465;9;0 
37312;0;0;396;1427;9;0 
35409;0;0;401;616;9;0 
35121;0;0;419;464;9;0 
36329;0;0;415;577;9;0 
36120;0;0;402;1347;10;0 
35050;0;0;399;404;9;0 
35509;0;0;401;738;10;0 
37130;0;0;405;2341;5;0 
36758;0;0;584;1589;19;0 
35065;0;0;409;431;8;0 
35496;0;0;413;715;9;0 
36320;0;0;395;396;9;0 
35252;0;0;390;492;12;0 
35352;0;0;397;572;9;0 
36550;0;0;400;650;9;0 
35349;0;0;399;433;9;0 
36358;0;0;406;577;9;0 
35212;0;0;401;412;10;0 
35102;0;0;405;466;8;0 
35423;0;0;409;637;5;0 
35444;0;0;401;524;10;0 
37881;0;0;402;3086;4;0 
35982;0;0;396;1213;9;0 
36927;0;0;396;585;10;0 
36289;0;0;401;1505;9;0 
35415;0;0;394;659;9;0 
35201;0;0;404;563;9;0 
36473;0;0;405;530;10;0 
38217;0;0;392;2374;5;0 
35039;0;0;404;401;9;0 
36412;0;0;402;625;10;0 
35563;0;0;396;628;5;0 
36514;0;0;408;1742;9;0 
36391;0;0;421;1594;5;0 
36058;0;0;394;1306;9;0 
35361;0;0;404;565;8;0 
36063;0;0;399;1298;9;0 
35447;0;0;418;624;9;0 
36162;0;0;407;429;8;0 
35246;0;0;395;625;8;0 
37636;0;0;394;2874;9;0 
36080;0;0;391;1327;9;0 
36911;0;0;418;2108;10;0 
36812;0;0;395;567;9;0 
36289;0;0;405;573;9;0 
35189;0;0;398;555;9;0 
35404;0;0;419;579;9;0 
35435;0;0;400;661;9;0 
35163;0;0;405;502;8;0 
35237;0;0;410;425;9;0 
